No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,エリア(日),Area (EN),区(日),District (EN),住所(ハングル),緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
277,ごはん/Meal,エントランス,Enteureonseu Gyodaeyeok,엔트런스 교대역,ブランチ,Brunch,ブランチ・カフェ飯,Brunch,店内OK / Indoors OK,なし/No,教大（キョデ）,Gyodae,瑞草区,Seocho-gu,서울특별시 서초구 사임당로19길 72-3,37.4924472,127.0190354,店舗単位,4,7,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.4924472%2C127.0190354,https://map.naver.com/p/search/%EC%97%94%ED%8A%B8%EB%9F%B0%EC%8A%A4%20%EA%B5%90%EB%8C%80%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C19%EA%B8%B8%2072-3,https://www.diningcode.com/profile.php?rid=cI75AwMkDJoa,브런치
278,ごはん/Meal,HeyVERT,HeyVERT,HeyVERT,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,パンポドン,Banpo-dong,瑞草区,Seocho-gu,서울특별시 서초구 서래로6길 25,37.4977399,126.9994301,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4977399%2C126.9994301,https://map.naver.com/p/search/HeyVERT%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EB%9E%98%EB%A1%9C6%EA%B8%B8%2025,,
279,カフェ/Cafe,テンクコーヒー ノンヒョニョク,Dank,댕크커피 논현역,スイーツ,Sweets,コーヒー・カヌレ,"Coffee, Canelé",店内OK / Indoors OK,なし/No,パンポドン,Banpo-dong,瑞草区,Seocho-gu,서울특별시 서초구 사평대로57길 96 1층 댕크,37.5084424,127.0219609,店舗単位,4.5,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5084424%2C127.0219609,https://map.naver.com/p/search/%EB%8C%95%ED%81%AC%EC%BB%A4%ED%94%BC%20%EB%85%BC%ED%98%84%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%82%AC%ED%8F%89%EB%8C%80%EB%A1%9C57%EA%B8%B8%2096%201%EC%B8%B5%20%EB%8C%95%ED%81%AC,https://www.diningcode.com/profile.php?rid=SO5O5fHm6klS,"커피, 까눌레"
280,カフェ/Cafe,トク,DUCK,덕,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,パンポドン,Banpo-dong,瑞草区,Seocho-gu,서울특별시 서초구 서래로6길 10,37.4976562,126.9988643,建物単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.4976562%2C126.9988643,https://map.naver.com/p/search/%EB%8D%95%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EB%9E%98%EB%A1%9C6%EA%B8%B8%2010,,
281,カフェ/Cafe,アディクティブ,Eodiktibeu Nonhyeonyeok,어딕티브 논현역,コーヒー専門,Specialty Coffee,シングルオリジンコーヒー,"Coffee, Colombian",店内OK / Indoors OK,なし/No,盤浦洞（パンポドン）,Banpo-dong,瑞草区,Seocho-gu,서울 서초구 주흥길 64-17 102호,37.5090231,127.0194378,店舗単位,3.9,6,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5090231%2C127.0194378,https://map.naver.com/p/search/%EC%96%B4%EB%94%95%ED%8B%B0%EB%B8%8C%20%EB%85%BC%ED%98%84%EC%97%AD%20%EC%84%9C%EC%9A%B8%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%A3%BC%ED%9D%A5%EA%B8%B8%2064-17%20102%ED%98%B8,https://www.diningcode.com/profile.php?rid=rsYZQth75JvO,"커피, 콜롬비아"
282,カフェ/Cafe,レバルコン イスヨク,Rebalkong Isuyeok,레발콩 이수역,カフェ,Cafe,カフェ・日本料理,"Cafe, Japanese",店内OK / Indoors OK,あり/Yes,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배천로 92 101동,37.4847822,126.9835016,店舗単位,5,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4847822%2C126.9835016,https://map.naver.com/p/search/%EB%A0%88%EB%B0%9C%EC%BD%A9%20%EC%9D%B4%EC%88%98%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EC%B2%9C%EB%A1%9C%2092%20101%EB%8F%99,https://www.diningcode.com/profile.php?rid=nDg4MuI3DiOn,"카페, 일본"
283,カフェ/Cafe,リヨリヨコーヒー,Riyoriyo Coffee Isuyeok,리요리요커피 이수역,カフェ,Cafe,クロッフル・コーヒー,"Cafe, Croffle",店内OK / Indoors OK,なし/No,方背洞（パンベドン）,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배천로18길 11 아르떼상가 B동 104호 리요리요커피,37.4828082,126.9836324,店舗単位,4.6,14,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4828082%2C126.9836324,https://map.naver.com/p/search/%EB%A6%AC%EC%9A%94%EB%A6%AC%EC%9A%94%EC%BB%A4%ED%94%BC%20%EC%9D%B4%EC%88%98%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EC%B2%9C%EB%A1%9C18%EA%B8%B8%2011%20%EC%95%84%EB%A5%B4%EB%96%BC%EC%83%81%EA%B0%80%20B%EB%8F%99%20104%ED%98%B8%20%EB%A6%AC%EC%9A%94%EB%A6%AC%EC%9A%94%EC%BB%A4%ED%94%BC,https://www.diningcode.com/profile.php?rid=bs1veUGsHESF,"카페, 크로플"
284,カフェ/Cafe,リフレッシャス,Ripeuresyeoseu Sadang,리프레셔스 사당,カフェ,Cafe,コーヒー・デザート,"Cafe, Coffee",店内OK / Indoors OK,なし/No,方背洞（パンベドン）,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 청두곶6길 8 1층 리프레셔스,37.4793886,126.9856186,店舗単位,4.9,10,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4793886%2C126.9856186,https://map.naver.com/p/search/%EB%A6%AC%ED%94%84%EB%A0%88%EC%85%94%EC%8A%A4%20%EC%82%AC%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%B2%AD%EB%91%90%EA%B3%B66%EA%B8%B8%208%201%EC%B8%B5%20%EB%A6%AC%ED%94%84%EB%A0%88%EC%85%94%EC%8A%A4,https://www.diningcode.com/profile.php?rid=qNYZ576ABtxH,"카페, 커피"
285,カフェ/Cafe,メイベイク パンベ,Mei Bake Bangbae,메이베이크 방배,ベーカリー,Bakery,ベーカリー・エッグタルト,"Bakery, Egg Tart",店内OK / Indoors OK,なし/No,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 서초대로25길 90 1층,37.4916527,126.9921878,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4916527%2C126.9921878,https://map.naver.com/p/search/%EB%A9%94%EC%9D%B4%EB%B2%A0%EC%9D%B4%ED%81%AC%20%EB%B0%A9%EB%B0%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%B4%88%EB%8C%80%EB%A1%9C25%EA%B8%B8%2090%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=cWjNZgoTGo3G,"베이커리, 에그타르트"
286,カフェ/Cafe,モンタク 方背,Montak Bangbae,몬탁 방배,ベーカリー,Bakery,ベーカリー・コーヒー,"Bakery, Coffee",店内OK / Indoors OK,あり/Yes,方背洞（パンベドン）,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 서초대로25길 54 1층,37.4901635,126.9931435,店舗単位,4.5,9,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4901635%2C126.9931435,https://map.naver.com/p/search/%EB%AA%AC%ED%83%81%20%EB%B0%A9%EB%B0%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%B4%88%EB%8C%80%EB%A1%9C25%EA%B8%B8%2054%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=OYQijcl8pVuh,"베이커리, 커피"
287,ごはん/Meal,サランホ・マクフェ,Sarangho Makhoe Naebangyeok,사랑호 막회 내방역,韓国料理,Korean,ムルフェ（冷たい刺身スープ）・刺身,"Cold Raw Fish Soup, Sashimi",店内OK / Indoors OK,なし/No,方背洞（パンベドン）,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 서초대로27길 33 지하1층,37.4894862,126.994078,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4894862%2C126.994078,https://map.naver.com/p/search/%EC%82%AC%EB%9E%91%ED%98%B8%20%EB%A7%89%ED%9A%8C%20%EB%82%B4%EB%B0%A9%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%B4%88%EB%8C%80%EB%A1%9C27%EA%B8%B8%2033%20%EC%A7%80%ED%95%981%EC%B8%B5,https://www.diningcode.com/profile.php?rid=5l728lVUVegc,"물회, 막회"
288,ごはん/Meal,セロデイジュ パンベドン,Saturdays,세러데이즈 방배동,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,あり/Yes,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배로28길 29-1 1층 세러데이즈,37.490764,126.9936533,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.490764%2C126.9936533,https://map.naver.com/p/search/%EC%84%B8%EB%9F%AC%EB%8D%B0%EC%9D%B4%EC%A6%88%20%EB%B0%A9%EB%B0%B0%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EB%A1%9C28%EA%B8%B8%2029-1%201%EC%B8%B5%20%EC%84%B8%EB%9F%AC%EB%8D%B0%EC%9D%B4%EC%A6%88,https://www.diningcode.com/profile.php?rid=zNiM8XGDS4WX,브런치
289,ごはん/Meal,オールウェイズオン,Always on,올웨이즈온 사당,ブランチ,Brunch,ブランチプレート,Brunch,店内OK / Indoors OK,あり/Yes,方背洞（パンベドン）,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배천로8길 16-12 1층 카페,37.4800442,126.9833819,店舗単位,4.6,16,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4800442%2C126.9833819,https://map.naver.com/p/search/%EC%98%AC%EC%9B%A8%EC%9D%B4%EC%A6%88%EC%98%A8%20%EC%82%AC%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EC%B2%9C%EB%A1%9C8%EA%B8%B8%2016-12%201%EC%B8%B5%20%EC%B9%B4%ED%8E%98,https://www.diningcode.com/profile.php?rid=LAHvWvzlPe12,브런치
290,カフェ/Cafe,ウトポス パンベ,Utoposeu Bangbae,우토포스 방배,コーヒー専門,Specialty Coffee,カフェ・自家焙煎,"Cafe, Roasting",店内OK / Indoors OK,なし/No,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배로39길 42-7 1층,37.4945135,126.9866729,店舗単位,4.3,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4945135%2C126.9866729,https://map.naver.com/p/search/%EC%9A%B0%ED%86%A0%ED%8F%AC%EC%8A%A4%20%EB%B0%A9%EB%B0%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EB%A1%9C39%EA%B8%B8%2042-7%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=GmL2bNgB78GN,"카페, 로스팅"
291,カフェ/Cafe,ユルモクコーヒー サダン,Yulmok Coffee Sadang,율목커피 사당,茶カフェ,Tea House,カフェ・抹茶,"Cafe, Matcha",店内OK / Indoors OK,あり/Yes,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배천로8길 26 율목커피,37.4804317,126.9841042,店舗単位,4.6,15,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4804317%2C126.9841042,https://map.naver.com/p/search/%EC%9C%A8%EB%AA%A9%EC%BB%A4%ED%94%BC%20%EC%82%AC%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EC%B2%9C%EB%A1%9C8%EA%B8%B8%2026%20%EC%9C%A8%EB%AA%A9%EC%BB%A4%ED%94%BC,https://www.diningcode.com/profile.php?rid=zc7ElOANw6VQ,"카페, 말차"
292,カフェ/Cafe,カフェトリオン ポンサ,Cafe Deuriong Bonsa,카페드리옹 본사,スイーツ,Sweets,デザート・ミルフィーユ,"Dessert, Mille-feuille",店内OK / Indoors OK,なし/No,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,"서울특별시 서초구 명달로 21 1층, 2층",37.4794212,127.0057743,店舗単位,4.6,4,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4794212%2C127.0057743,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%EB%93%9C%EB%A6%AC%EC%98%B9%20%EB%B3%B8%EC%82%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%AA%85%EB%8B%AC%EB%A1%9C%2021%201%EC%B8%B5%2C%202%EC%B8%B5,https://www.diningcode.com/profile.php?rid=Uk0u5ZsVIkkg,"디저트, 밀푀유"
293,カフェ/Cafe,クィンジュベリドーナツハウス パンベジョム,Kwinjeuberi Donut House Bangbaejeom,퀸즈베리도넛하우스 방배점,スイーツ,Sweets,ドーナツ・カフェ,"Donut, Cafe",店内OK / Indoors OK,あり/Yes,パンベドン,Bangbae-dong,瑞草区,Seocho-gu,서울특별시 서초구 방배로19길 63 1층,37.4841076,126.9918001,店舗単位,,0,ベーカリー営業,https://www.google.com/maps/search/?api=1&query=37.4841076%2C126.9918001,https://map.naver.com/p/search/%ED%80%B8%EC%A6%88%EB%B2%A0%EB%A6%AC%EB%8F%84%EB%84%9B%ED%95%98%EC%9A%B0%EC%8A%A4%20%EB%B0%A9%EB%B0%B0%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EB%A1%9C19%EA%B8%B8%2063%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=RrMN3ALejOAT,"도넛, 카페"
294,ごはん/Meal,ドクターロビン 瑞来村店,Dakteorobin Seoraemaeuljeom,닥터로빈 서래마을점,ブランチ,Brunch,ヘルシーブランチ・かぼちゃスープ,"Brunch, Pumpkin Soup",店内OK / Indoors OK,なし/No,瑞来村（ソレマウル）,Seoraemaeul,瑞草区,Seocho-gu,서울특별시 서초구 서래로6길 17 1층 닥터로빈 서래마을점,37.4978663,126.9993768,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4978663%2C126.9993768,https://map.naver.com/p/search/%EB%8B%A5%ED%84%B0%EB%A1%9C%EB%B9%88%20%EC%84%9C%EB%9E%98%EB%A7%88%EC%9D%84%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EB%9E%98%EB%A1%9C6%EA%B8%B8%2017%201%EC%B8%B5%20%EB%8B%A5%ED%84%B0%EB%A1%9C%EB%B9%88%20%EC%84%9C%EB%9E%98%EB%A7%88%EC%9D%84%EC%A0%90,https://www.diningcode.com/profile.php?rid=lyCYKMRCke8A,"브런치, 단호박스프"
295,カフェ/Cafe,リフレクトコーヒー,Ripeulrekteu Coffee Roasting Lab Yangjae,리플렉트커피 로스팅 랩 양재,コーヒー専門,Specialty Coffee,自家焙煎コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,瑞草洞（ソチョドン）,Seocho-dong,瑞草区,Seocho-gu,서울특별시 서초구 남부순환로347길 53 104호,37.4867162,127.0308995,店舗単位,4.5,10,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4867162%2C127.0308995,https://map.naver.com/p/search/%EB%A6%AC%ED%94%8C%EB%A0%89%ED%8A%B8%EC%BB%A4%ED%94%BC%20%EB%A1%9C%EC%8A%A4%ED%8C%85%20%EB%9E%A9%20%EC%96%91%EC%9E%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%82%A8%EB%B6%80%EC%88%9C%ED%99%98%EB%A1%9C347%EA%B8%B8%2053%20104%ED%98%B8,https://www.diningcode.com/profile.php?rid=7yWYYhZBGlX9,"카페, 커피"
296,カフェ/Cafe,ソチョコーヒーチャゴプシルGilmajoong gil ソチョグ,Gilmajoong-gil,서초커피작업실Gilmajoong gil 서초구,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ソチョドン,Seocho-dong,瑞草区,Seocho-gu,서울특별시 서초구 서운로1길 25 1층,37.4843647,127.0282132,店舗単位,3,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4843647%2C127.0282132,https://map.naver.com/p/search/%EC%84%9C%EC%B4%88%EC%BB%A4%ED%94%BC%EC%9E%91%EC%97%85%EC%8B%A4Gilmajoong%20gil%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%9A%B4%EB%A1%9C1%EA%B8%B8%2025%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=QWqEj2WfaPSp,"커피, 카페"
297,カフェ/Cafe,アワーアワー キョデヨク,OUR HOUR,아워아워 교대역,ベーカリー,Bakery,,,店内OK / Indoors OK,なし/No,ソチョドン,Seocho-dong,瑞草区,Seocho-gu,서울특별시 서초구 서초대로54길 46 101호,37.4922675,127.0165772,店舗単位,,0,ベーカリー営業,https://www.google.com/maps/search/?api=1&query=37.4922675%2C127.0165772,https://map.naver.com/p/search/%EC%95%84%EC%9B%8C%EC%95%84%EC%9B%8C%20%EA%B5%90%EB%8C%80%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%B4%88%EB%8C%80%EB%A1%9C54%EA%B8%B8%2046%20101%ED%98%B8,https://www.diningcode.com/profile.php?rid=L9b9e2u92vmv,
298,ごはん/Meal,ホミコーヒー ソチョ,Homi Coffee Seocho,호미커피 서초,サンドイッチ・サラダ,Sandwich & Salad,カフェ・サンドイッチ,"Cafe, Sandwich",店内OK / Indoors OK,なし/No,ソチョドン,Seocho-dong,瑞草区,Seocho-gu,서울특별시 서초구 서초대로42길 82 1층,37.4884138,127.0101299,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4884138%2C127.0101299,https://map.naver.com/p/search/%ED%98%B8%EB%AF%B8%EC%BB%A4%ED%94%BC%20%EC%84%9C%EC%B4%88%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%B4%88%EB%8C%80%EB%A1%9C42%EA%B8%B8%2082%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=YbFsVLdPMXLp,"카페, 샌드위치"
299,カフェ/Cafe,ヒク エッ ヌンク イェスルィジョンダン,Hikeu Et Nungkeu Yesuruijeondang,히크 엣 눙크 예술의전당,カフェ,Cafe,カフェ・オレグラッセ,"Cafe, Ore Glacé",店内OK / Indoors OK,なし/No,ソチョドン,Seocho-dong,瑞草区,Seocho-gu,서울특별시 서초구 반포대로9길 79 1층,37.4825728,127.0072304,店舗単位,5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4825728%2C127.0072304,https://map.naver.com/p/search/%ED%9E%88%ED%81%AC%20%EC%97%A3%20%EB%88%99%ED%81%AC%20%EC%98%88%EC%88%A0%EC%9D%98%EC%A0%84%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%98%ED%8F%AC%EB%8C%80%EB%A1%9C9%EA%B8%B8%2079%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=xigC3mkHJ9Hh,"카페, 오레그랏세"
300,カフェ/Cafe,ブリューイングエフェクト チョンギェサン,Brewing Effect Cheonggyesan,브루잉이펙트 청계산,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,シヌォンドン,Sinwon-dong,瑞草区,Seocho-gu,서울특별시 서초구 청룡마을길 17-4 브루잉이펙트,37.4468307,127.0584027,店舗単位,4.5,6,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.4468307%2C127.0584027,https://map.naver.com/p/search/%EB%B8%8C%EB%A3%A8%EC%9E%89%EC%9D%B4%ED%8E%99%ED%8A%B8%20%EC%B2%AD%EA%B3%84%EC%82%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%B2%AD%EB%A3%A1%EB%A7%88%EC%9D%84%EA%B8%B8%2017-4%20%EB%B8%8C%EB%A3%A8%EC%9E%89%EC%9D%B4%ED%8E%99%ED%8A%B8,https://www.diningcode.com/profile.php?rid=qECeZjNoK2Kh,"커피, 카페"
301,ごはん/Meal,コミダQQQ,Comida QQQ,꼬미다 큐큐큐 양재,スペイン料理,Spanish,タパス・スペイン料理,Spanish,店内OK / Indoors OK,なし/No,良才洞（ヤンジェドン）,Yangjae-dong,瑞草区,Seocho-gu,"서울특별시 서초구 강남대로12길 41 101, 102호",37.4707666,127.0411127,店舗単位,4.6,9,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4707666%2C127.0411127,https://map.naver.com/p/search/%EA%BC%AC%EB%AF%B8%EB%8B%A4%20%ED%81%90%ED%81%90%ED%81%90%20%EC%96%91%EC%9E%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%8C%80%EB%A1%9C12%EA%B8%B8%2041%20101%2C%20102%ED%98%B8,https://www.diningcode.com/profile.php?rid=ZUSjdg9qN63b,스페인음식
302,ごはん/Meal,ミレンル ヤンジェ,Miraenru Yangjae,밀앤루 양재,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ヤンジェドン,Yangjae-dong,瑞草区,Seocho-gu,서울특별시 서초구 강남대로10길 60-1 101호,37.4697225,127.0425255,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4697225%2C127.0425255,https://map.naver.com/p/search/%EB%B0%80%EC%95%A4%EB%A3%A8%20%EC%96%91%EC%9E%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%8C%80%EB%A1%9C10%EA%B8%B8%2060-1%20101%ED%98%B8,https://www.diningcode.com/profile.php?rid=Ut0v7pTRaGSj,
303,ごはん/Meal,サランウン チョロク,Sarangeun Chorok,사랑은 초록,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ヤンジェドン,Yangjae-dong,瑞草区,Seocho-gu,서울특별시 서초구 강남대로2길 70,37.4677803,127.0450466,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4677803%2C127.0450466,https://map.naver.com/p/search/%EC%82%AC%EB%9E%91%EC%9D%80%20%EC%B4%88%EB%A1%9D%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%8C%80%EB%A1%9C2%EA%B8%B8%2070,,
304,カフェ/Cafe,サミイルゴンコーヒーコンジャン ヤンジェ,Samiilgong Coffee Gongjang Yangjae,삼이일공커피공장 양재,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ヤンジェドン,Yangjae-dong,瑞草区,Seocho-gu,서울특별시 서초구 양재천로11길 11,37.475068,127.0363989,店舗単位,5,1,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.475068%2C127.0363989,https://map.naver.com/p/search/%EC%82%BC%EC%9D%B4%EC%9D%BC%EA%B3%B5%EC%BB%A4%ED%94%BC%EA%B3%B5%EC%9E%A5%20%EC%96%91%EC%9E%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%96%91%EC%9E%AC%EC%B2%9C%EB%A1%9C11%EA%B8%B8%2011,https://www.diningcode.com/profile.php?rid=7kmL4FEGUT0E,"커피, 카페"
305,ごはん/Meal,スルレイト ハウス,Seulreiteu House,슬레이트 하우스,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ヤンジェドン,Yangjae-dong,瑞草区,Seocho-gu,서울특별시 서초구 양재천로 125,37.4786247,127.0413385,建物単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4786247%2C127.0413385,https://map.naver.com/p/search/%EC%8A%AC%EB%A0%88%EC%9D%B4%ED%8A%B8%20%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%96%91%EC%9E%AC%EC%B2%9C%EB%A1%9C%20125,,
