No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,エリア(日),Area (EN),区(日),District (EN),住所(ハングル),緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
248,ごはん/Meal,コルモゲ ピン センファ チュンサニョク,Golmoge Pin Saenghwa Jeungsanyeok,골목에 핀 생화 증산역,バー・居酒屋,Bar & Pub,居酒屋・料理居酒屋,"Bar, Gastropub",店内OK / Indoors OK,なし/No,プクガジュアドン,Bukgajwa-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 응암로 126 1층,37.5834891,126.9141887,店舗単位,4.5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5834891%2C126.9141887,https://map.naver.com/p/search/%EA%B3%A8%EB%AA%A9%EC%97%90%20%ED%95%80%20%EC%83%9D%ED%99%94%20%EC%A6%9D%EC%82%B0%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%A1%9C%20126%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=PpXolVEZ5YxQ,"술집, 요리주점"
249,カフェ/Cafe,レコレコ チュンサニョク,LECKER LECKER,레커레커 증산역,ベーカリー,Bakery,ベーカリー・シナモンロール,"Bakery, Cinnamon Roll",店内OK / Indoors OK,なし/No,プクガジュアドン,Bukgajwa-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 불광천길 278 1층,37.5864125,126.9133655,店舗単位,4.4,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5864125%2C126.9133655,https://map.naver.com/p/search/%EB%A0%88%EC%BB%A4%EB%A0%88%EC%BB%A4%20%EC%A6%9D%EC%82%B0%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EB%B6%88%EA%B4%91%EC%B2%9C%EA%B8%B8%20278%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=kcm9ekZIQ4kI,"베이커리, 시나몬롤"
250,ごはん/Meal,パド チュンサニョク,Pado Jeungsanyeok,파도 증산역,イタリアン,Italian,パスタ・トマト,"Pasta, Tomato",店内OK / Indoors OK,なし/No,プクガジュアドン,Bukgajwa-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 증가로32안길 31-9 1층 파도,37.5844241,126.9125388,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5844241%2C126.9125388,https://map.naver.com/p/search/%ED%8C%8C%EB%8F%84%20%EC%A6%9D%EC%82%B0%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%A6%9D%EA%B0%80%EB%A1%9C32%EC%95%88%EA%B8%B8%2031-9%201%EC%B8%B5%20%ED%8C%8C%EB%8F%84,https://www.diningcode.com/profile.php?rid=VZGopQltswZk,"파스타, 토마토"
251,ごはん/Meal,ホムショプジプ アンド,Homsyopjip and,홈숍집 앤,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,プクガジュアドン,Bukgajwa-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 응암로 116-5,37.5776003,126.9090124,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5776003%2C126.9090124,https://map.naver.com/p/search/%ED%99%88%EC%88%8D%EC%A7%91%20%EC%95%A4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%A1%9C%20116-5,,
252,カフェ/Cafe,コモンスン コーヒー,Gomongsun Coffee,고몽순 커피,コーヒー専門,Specialty Coffee,,,店内OK / Indoors OK,なし/No,プガヒョンドン,Bugahyeon-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 신촌로29길 16,37.5577395,126.9525482,通り単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5577395%2C126.9525482,https://map.naver.com/p/search/%EA%B3%A0%EB%AA%BD%EC%88%9C%20%EC%BB%A4%ED%94%BC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%8B%A0%EC%B4%8C%EB%A1%9C29%EA%B8%B8%2016,,
253,カフェ/Cafe,クッモニンゴトクラブ ヨンフィドン,GMGC/Good Morning Gut Club,굿모닝거트클럽 연희동,カフェ,Cafe,カフェ・ヨーグルト,"Cafe, Yogurt",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 홍제천로 96 1층,37.5740274,126.9253322,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5740274%2C126.9253322,https://map.naver.com/p/search/%EA%B5%BF%EB%AA%A8%EB%8B%9D%EA%B1%B0%ED%8A%B8%ED%81%B4%EB%9F%BD%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%99%8D%EC%A0%9C%EC%B2%9C%EB%A1%9C%2096%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=kclkU13JgyxT,"카페, 요거트"
254,カフェ/Cafe,ッカサドソンジュ ヨンフィドン,Kkasadeuseonju Yeonhuidong,까사드선주 연희동,ベーカリー,Bakery,ベーカリー・クロワッサン,"Bakery, Croissant",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 홍제천로6길 40 1층,37.5746902,126.926583,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5746902%2C126.926583,https://map.naver.com/p/search/%EA%B9%8C%EC%82%AC%EB%93%9C%EC%84%A0%EC%A3%BC%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%99%8D%EC%A0%9C%EC%B2%9C%EB%A1%9C6%EA%B8%B8%2040%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=piw0IEfUO1dg,"베이커리, 크라상"
255,カフェ/Cafe,ニルジェラート,Nil Gelato Yeonhuidong,닐젤라또 연희동,ジェラート・かき氷,Gelato & Ice,ジェラート・ソルベ,"Gelato, Sorbet",店内OK / Indoors OK,なし/No,延禧洞（ヨンフィドン）,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희맛로 17-7 1층 101호,37.5668682,126.9291748,店舗単位,3.4,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5668682%2C126.9291748,https://map.naver.com/p/search/%EB%8B%90%EC%A0%A4%EB%9D%BC%EB%98%90%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A7%9B%EB%A1%9C%2017-7%201%EC%B8%B5%20101%ED%98%B8,https://www.diningcode.com/profile.php?rid=4Xt90us73oX0,"젤라또, 소르베"
256,ごはん/Meal,ラア,Raah,라아 연희동,イタリアン,Italian,からすみパスタなど,"Pasta, Bottarga Pasta",店内OK / Indoors OK,なし/No,延禧洞（ヨンフィドン）,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로11라길 10-8 1층,37.5684723,126.9303991,店舗単位,4.5,7,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5684723%2C126.9303991,https://map.naver.com/p/search/%EB%9D%BC%EC%95%84%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C11%EB%9D%BC%EA%B8%B8%2010-8%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=lmKq4qun6xYt,"파스타, 어란파스타"
257,ごはん/Meal,ライライ,Rairai,라이라이,中華,Chinese,中華・チルリ,"Chinese, Chilri",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로15길 27 라이라이 1층,37.5686519,126.9304549,店舗単位,4.3,22,ベーカリー営業,https://www.google.com/maps/search/?api=1&query=37.5686519%2C126.9304549,https://map.naver.com/p/search/%EB%9D%BC%EC%9D%B4%EB%9D%BC%EC%9D%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C15%EA%B8%B8%2027%20%EB%9D%BC%EC%9D%B4%EB%9D%BC%EC%9D%B4%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=qTnmbgMkw5VG,"중식, 칠리"
258,ごはん/Meal,ルイジ ヨンフィドン,Ruiji Yeonhuidong,루이지 연희동,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,"서울특별시 서대문구 연희맛로 15 2, 3층",37.5666456,126.9291305,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5666456%2C126.9291305,https://map.naver.com/p/search/%EB%A3%A8%EC%9D%B4%EC%A7%80%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A7%9B%EB%A1%9C%2015%202%2C%203%EC%B8%B5,https://www.diningcode.com/profile.php?rid=DGtiffu0u7VB,
259,ごはん/Meal,マウディ,Maudie,마우디 연희동,イタリアン,Italian,パスタ・ニョッキ,"Pasta, Gnocchi",店内OK / Indoors OK,なし/No,延禧洞（ヨンフィドン）,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로11길 18,37.5674593,126.9301258,店舗単位,3.9,33,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5674593%2C126.9301258,https://map.naver.com/p/search/%EB%A7%88%EC%9A%B0%EB%94%94%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C11%EA%B8%B8%2018,https://www.diningcode.com/profile.php?rid=KbVZGHXHOjYa,"파스타, 뇨끼"
260,ごはん/Meal,ムンタロ,Muntaro Yeonhuidong,문타로 연희동,バー・居酒屋,Bar & Pub,焼き鳥・和風居酒屋,"Izakaya, Yakitori",店内OK / Indoors OK,なし/No,延禧洞（ヨンフィドン）,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희맛로 17-49 지층 1호,37.5670151,126.9289266,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5670151%2C126.9289266,https://map.naver.com/p/search/%EB%AC%B8%ED%83%80%EB%A1%9C%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A7%9B%EB%A1%9C%2017-49%20%EC%A7%80%EC%B8%B5%201%ED%98%B8,https://www.diningcode.com/profile.php?rid=BfR1WhxH6uEH,"이자카야, 야키토리"
261,ごはん/Meal,ペチュゴンジュワペキドルィガムソンノリト ヨンフィドン,Baechugongjuwapekideuruigamseongnoriteo Yeonhuidong,배추공주와페키들의감성놀이터 연희동,ブランチ,Brunch,カフェ・ブランチ,"Cafe, Brunch",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 홍연길 87 1층 배추공주와 페키들의 감성놀이터,37.5768228,126.9312615,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5768228%2C126.9312615,https://map.naver.com/p/search/%EB%B0%B0%EC%B6%94%EA%B3%B5%EC%A3%BC%EC%99%80%ED%8E%98%ED%82%A4%EB%93%A4%EC%9D%98%EA%B0%90%EC%84%B1%EB%86%80%EC%9D%B4%ED%84%B0%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%99%8D%EC%97%B0%EA%B8%B8%2087%201%EC%B8%B5%20%EB%B0%B0%EC%B6%94%EA%B3%B5%EC%A3%BC%EC%99%80%20%ED%8E%98%ED%82%A4%EB%93%A4%EC%9D%98%20%EA%B0%90%EC%84%B1%EB%86%80%EC%9D%B4%ED%84%B0,https://www.diningcode.com/profile.php?rid=FLVnLUuHCloJ,"카페, 브런치"
262,カフェ/Cafe,ポンソルコーヒー ヨンフィジョム,Bonsol Coffee Yeonhuijeom,본솔커피 연희점,コーヒー専門,Specialty Coffee,カフェ・シュトーレン,"Cafe, Stollen",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 증가로 82,37.5747161,126.9272353,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5747161%2C126.9272353,https://map.naver.com/p/search/%EB%B3%B8%EC%86%94%EC%BB%A4%ED%94%BC%20%EC%97%B0%ED%9D%AC%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%A6%9D%EA%B0%80%EB%A1%9C%2082,https://www.diningcode.com/profile.php?rid=HIVcxV6KQwWm,"카페, 슈톨렌"
263,カフェ/Cafe,ピントウェルブ ヨンフィドン,Beantwelve,빈트웰브 연희동,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희맛로 7-25 2층,37.5661562,126.9280045,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5661562%2C126.9280045,https://map.naver.com/p/search/%EB%B9%88%ED%8A%B8%EC%9B%B0%EB%B8%8C%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A7%9B%EB%A1%9C%207-25%202%EC%B8%B5,https://www.diningcode.com/profile.php?rid=aX4QWeIATtGj,"커피, 카페"
264,カフェ/Cafe,スウェイ コーヒーステーション,Seuwei Coffee Station,스웨이 커피스테이션,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로11길 61,37.5690526,126.928619,店舗単位,4.6,22,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5690526%2C126.928619,https://map.naver.com/p/search/%EC%8A%A4%EC%9B%A8%EC%9D%B4%20%EC%BB%A4%ED%94%BC%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C11%EA%B8%B8%2061,https://www.diningcode.com/profile.php?rid=LSwC1RLVlBVj,"커피, 카페"
265,ごはん/Meal,シーケイブ,SEA CAVE,씨케이브 연희동,洋食,Western,洋食・パスタ,"Western, Pasta",店内OK / Indoors OK,あり/Yes,延禧洞（ヨンフィドン）,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로 89-12 102호,37.5665074,126.9298901,店舗単位,5,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5665074%2C126.9298901,https://map.naver.com/p/search/%EC%94%A8%EC%BC%80%EC%9D%B4%EB%B8%8C%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C%2089-12%20102%ED%98%B8,https://www.diningcode.com/profile.php?rid=kMNZfO9itkRZ,"양식, 파스타"
266,ごはん/Meal,イスェル ヨンフィ,Iswel Yeonhui,잇웰 연희,イタリアン,Italian,パスタ・ラザニア,"Pasta, Lasagna",店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로8길 24 1층,37.5651344,126.9313208,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5651344%2C126.9313208,https://map.naver.com/p/search/%EC%9E%87%EC%9B%B0%20%EC%97%B0%ED%9D%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C8%EA%B8%B8%2024%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=RADaHfmwhKh1,"파스타, 라자냐"
267,カフェ/Cafe,コーヒー店 トンギョン 延禧,Coffee Gage Donggyeong Yeonhuijeom,커피가게 동경 연희점,コーヒー専門,Specialty Coffee,アインシュペナー・コーヒー,"Coffee, Einspänner",店内OK / Indoors OK,なし/No,延禧洞（ヨンフィドン）,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희맛로 23,37.5670966,126.929608,店舗単位,4.7,6,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5670966%2C126.929608,https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%EA%B0%80%EA%B2%8C%20%EB%8F%99%EA%B2%BD%20%EC%97%B0%ED%9D%AC%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A7%9B%EB%A1%9C%2023,https://www.diningcode.com/profile.php?rid=etd1wm531Lp7,"커피, 아인슈페너"
268,ごはん/Meal,ケットゥ ヨンフィドン,Kettu Yeonhuidong,케뚜 연희동,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,なし/No,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 연희로11나길 5 1층,37.5674957,126.9283401,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5674957%2C126.9283401,https://map.naver.com/p/search/%EC%BC%80%EB%9A%9C%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%97%B0%ED%9D%AC%EB%A1%9C11%EB%82%98%EA%B8%B8%205%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=EFGk802N1way,브런치
269,カフェ/Cafe,パヂルラベイクショプ ヨンフィドン,padilla bake shop,파딜라베이크숍 연희동,スイーツ,Sweets,デザート・デザートカフェ,"Dessert, Dessert Cafe",店内OK / Indoors OK,あり/Yes,ヨンフィドン,Yeonhui-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 증가로 49-1 1층,37.5720662,126.9289825,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5720662%2C126.9289825,https://map.naver.com/p/search/%ED%8C%8C%EB%94%9C%EB%9D%BC%EB%B2%A0%EC%9D%B4%ED%81%AC%EC%88%8D%20%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%A6%9D%EA%B0%80%EB%A1%9C%2049-1%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=VhuXZ7eA7Rj8,"디저트, 디저트카페"
270,カフェ/Cafe,ミンギジョク,Minggijeok Jeungsanyeok,밍기적 증산역,カフェ,Cafe,キャロットケーキ・コーヒー,"Cafe, Carrot Cake",店内OK / Indoors OK,あり/Yes,繒山（チュンサン）,Jeungsan,西大門区,Seodaemun-gu,서울특별시 서대문구 불광천길 274 1층,37.5862878,126.9132768,店舗単位,4.8,7,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5862878%2C126.9132768,https://map.naver.com/p/search/%EB%B0%8D%EA%B8%B0%EC%A0%81%20%EC%A6%9D%EC%82%B0%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EB%B6%88%EA%B4%91%EC%B2%9C%EA%B8%B8%20274%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=xQX66ZNxnJB5,"카페, 당근케이크"
271,カフェ/Cafe,コーヒーエッマーケット トクリプムニョンチョンシジャン,Coffee Et Market Dokripmunyeongcheonsijang,커피엣마켓 독립문영천시장,コーヒー専門,Specialty Coffee,カフェ・ブルーベリー,"Cafe, Blueberry",店内OK / Indoors OK,なし/No,チョニョンドン,Cheonyeon-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 통일로 173-2 1층,37.5692719,126.962987,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5692719%2C126.962987,https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%EC%97%A3%EB%A7%88%EC%BC%93%20%EB%8F%85%EB%A6%BD%EB%AC%B8%EC%98%81%EC%B2%9C%EC%8B%9C%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%86%B5%EC%9D%BC%EB%A1%9C%20173-2%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=tTzZuipp1XBE,"카페, 블루베리"
272,カフェ/Cafe,ポンメンション ミョンジデ,Bongmaensyeon Myeongjidae,봉맨션 명지대,スイーツ,Sweets,デザートカフェ・コーヒー,"Dessert Cafe, Coffee",店内OK / Indoors OK,なし/No,ホンウンドン,Hongeun-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 가좌로 118 2층 봉맨션,37.5830232,126.9257136,店舗単位,5,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5830232%2C126.9257136,https://map.naver.com/p/search/%EB%B4%89%EB%A7%A8%EC%85%98%20%EB%AA%85%EC%A7%80%EB%8C%80%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EA%B0%80%EC%A2%8C%EB%A1%9C%20118%202%EC%B8%B5%20%EB%B4%89%EB%A7%A8%EC%85%98,https://www.diningcode.com/profile.php?rid=jsoAPVnxmaIT,"디저트카페, 커피"
273,ごはん/Meal,サムサミネ ホンウンドンジョム,Samsamine Hongeundongjeom,삼삼이네 홍은동점,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ホンウンドン,Hongeun-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 홍은중앙로8길 22,37.5988811,126.9483103,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5988811%2C126.9483103,https://map.naver.com/p/search/%EC%82%BC%EC%82%BC%EC%9D%B4%EB%84%A4%20%ED%99%8D%EC%9D%80%EB%8F%99%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%99%8D%EC%9D%80%EC%A4%91%EC%95%99%EB%A1%9C8%EA%B8%B8%2022,,
274,カフェ/Cafe,エスペランジャ ロースターズ,ER coffee,에스페란자 로스터즈,コーヒー専門,Specialty Coffee,コーヒー,Coffee,店内OK / Indoors OK,なし/No,ホンウンドン,Hongeun-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 증가로4길 58-15 1층,37.5775004,126.9287346,店舗単位,4.2,7,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5775004%2C126.9287346,https://map.naver.com/p/search/%EC%97%90%EC%8A%A4%ED%8E%98%EB%9E%80%EC%9E%90%20%EB%A1%9C%EC%8A%A4%ED%84%B0%EC%A6%88%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%A6%9D%EA%B0%80%EB%A1%9C4%EA%B8%B8%2058-15%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=Zw7ztSOXKuo3,커피
275,カフェ/Cafe,イェスリトースト ミョンジデ,Yeseuri Toast Myeongjidae,예스리토스트 명지대,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,ホンウンドン,Hongeun-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 거북골로 6 1층,37.581261,126.9262883,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.581261%2C126.9262883,https://map.naver.com/p/search/%EC%98%88%EC%8A%A4%EB%A6%AC%ED%86%A0%EC%8A%A4%ED%8A%B8%20%EB%AA%85%EC%A7%80%EB%8C%80%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EA%B1%B0%EB%B6%81%EA%B3%A8%EB%A1%9C%206%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=5jh3tVvaOdfY,
276,ごはん/Meal,スリン ホンジェヨク,Surin Hongjeyeok,술인 홍제역,バー・居酒屋,Bar & Pub,居酒屋・創作料理,"Bar, Fusion",店内OK / Indoors OK,なし/No,ホンジェドン,Hongje-dong,西大門区,Seodaemun-gu,서울특별시 서대문구 통일로 421 2층,37.5868418,126.946014,店舗単位,4.5,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5868418%2C126.946014,https://map.naver.com/p/search/%EC%88%A0%EC%9D%B8%20%ED%99%8D%EC%A0%9C%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%86%B5%EC%9D%BC%EB%A1%9C%20421%202%EC%B8%B5,https://www.diningcode.com/profile.php?rid=O6blEyJkP7ab,"술집, 퓨전요리"
